player_id,prev year,next year,class transition,type,prev conf,next conf,prev BB%,next BB%,prev K%,next K%,prev OBP,next OBP,prev SLG,next SLG,prev OPS,next OPS
harris006dan,2021,2022,4 to 5,Transfer,OVC,SEC,8.7,8.799999999999999,15.2,18.3,0.361,0.394,0.459,0.409,0.82,0.803
jump--000hun,2021,2022,3 to 4,Transfer,P12,SEC,9.8,9.3,15.4,10.0,0.372,0.357,0.412,0.377,0.784,0.734
mccart002nol,2024,2025,3 to 4,Returning,SEC,SEC,7.3,6.9,19.2,16.5,0.38,0.376,0.48,0.48,0.86,0.856
pitre-000elm,2023,2024,2 to 3,Returning,SEC,SEC,14.899999999999999,15.9,12.5,12.9,0.44,0.42,0.413,0.519,0.853,0.939
ritter002rya,2021,2022,1 to 2,Returning,SEC,SEC,5.5,8.0,22.900000000000002,26.0,0.323,0.369,0.365,0.469,0.688,0.838
austin002tre,2022,2023,2 to 3,Returning,SEC,SEC,10.299999999999999,13.200000000000001,17.4,16.1,0.417,0.44,0.476,0.519,0.893,0.958
austin002tre,2023,2024,3 to 4,Returning,SEC,SEC,13.200000000000001,10.9,16.1,17.8,0.44,0.433,0.519,0.568,0.958,1.001
day---002jos,2021,2022,1 to 2,Returning,SEC,SEC,13.600000000000001,8.6,20.1,20.3,0.374,0.435,0.316,0.508,0.689,0.943
mann--000luk,2022,2023,4 to 5,Returning,SEC,SEC,12.0,12.8,24.0,23.599999999999998,0.401,0.428,0.595,0.68,0.995,1.108
montgo000tor,2021,2022,2 to 3,Returning,SEC,SEC,12.4,9.4,23.799999999999997,16.6,0.373,0.462,0.43,0.547,0.803,1.009
wilmsm000ty-,2022,2023,3 to 4,Returning,SEC,SEC,6.0,6.800000000000001,21.0,19.5,0.332,0.38,0.355,0.482,0.687,0.861
denton000zan,2021,2022,2 to 3,Returning,SEC,SEC,13.4,8.3,19.8,25.4,0.405,0.337,0.489,0.483,0.893,0.82
denton000zan,2022,2023,3 to 4,Returning,SEC,SEC,8.3,17.2,25.4,23.1,0.337,0.403,0.483,0.566,0.82,0.969
diodat000owe,2021,2022,2 to 3,Returning,SEC,SEC,8.4,13.4,27.0,23.0,0.314,0.364,0.42,0.462,0.734,0.826
hodo--000wil,2024,2025,3 to 4,Returning,SEC,SEC,13.900000000000002,12.7,19.7,23.599999999999998,0.393,0.425,0.49,0.576,0.883,1.0
jarvis000jim,2021,2022,2 to 3,Returning,SEC,SEC,12.1,11.3,7.5,13.200000000000001,0.362,0.367,0.306,0.367,0.669,0.733
jarvis000jim,2022,2023,3 to 4,Returning,SEC,SEC,11.3,11.0,13.200000000000001,12.7,0.367,0.379,0.367,0.418,0.733,0.797
pinckn002and,2022,2023,2 to 3,Returning,SEC,SEC,7.199999999999999,13.900000000000002,21.6,23.599999999999998,0.383,0.442,0.5,0.648,0.883,1.09
seidl-000tom,2022,2023,4 to 5,Returning,SEC,SEC,8.6,13.3,18.5,19.900000000000002,0.385,0.456,0.401,0.548,0.786,1.005
tamez-000dom,2022,2023,2 to 3,Returning,SEC,SEC,7.7,12.2,15.5,15.1,0.341,0.376,0.393,0.445,0.734,0.821
willia003dre,2021,2022,3 to 4,Returning,SEC,SEC,13.100000000000001,11.0,20.7,21.6,0.367,0.384,0.4,0.495,0.767,0.88
willia003dre,2022,2023,4 to 5,Returning,SEC,SEC,11.0,14.6,21.6,24.0,0.384,0.411,0.495,0.519,0.88,0.93
belk--000bra,2021,2022,5 to 6,Returning,SEC,SEC,4.5,11.0,14.799999999999999,8.799999999999999,0.32,0.42,0.416,0.5,0.736,0.92
braswe000mic,2022,2023,1 to 2,Returning,SEC,SEC,11.700000000000001,15.299999999999999,23.400000000000002,21.9,0.365,0.372,0.378,0.353,0.743,0.725
braswe000mic,2023,2024,2 to 3,Returning,SEC,SEC,15.299999999999999,11.3,21.9,14.799999999999999,0.372,0.411,0.353,0.453,0.725,0.864
braswe000mic,2024,2025,3 to 4,Returning,SEC,SEC,11.3,10.299999999999999,14.799999999999999,18.9,0.411,0.309,0.453,0.27,0.864,0.579
burges001col,2021,2022,2 to 3,Returning,SEC,SEC,4.6,12.4,13.8,16.7,0.327,0.355,0.329,0.363,0.656,0.718
eyster000and,2021,2022,3 to 4,Returning,SEC,SEC,8.0,9.2,30.3,24.099999999999998,0.371,0.399,0.484,0.52,0.854,0.919
lecroy000tal,2023,2024,2 to 3,Returning,SEC,SEC,13.0,14.2,19.6,20.9,0.43,0.389,0.422,0.332,0.852,0.72
madden001kev,2021,2022,3 to 4,Transfer,ACC,SEC,5.0,6.1,10.0,9.2,0.361,0.314,0.418,0.368,0.779,0.682
messin000col,2023,2024,2 to 3,Returning,SEC,SEC,14.000000000000002,17.5,16.8,23.400000000000002,0.428,0.465,0.615,0.701,1.043,1.166
sightl000jos,2021,2022,3 to 4,Returning,SEC,SEC,7.9,9.5,21.3,20.9,0.352,0.408,0.437,0.629,0.789,1.037
wimmer000bra,2021,2022,2 to 3,Returning,SEC,SEC,5.6000000000000005,6.1,25.900000000000002,22.1,0.322,0.361,0.512,0.466,0.834,0.827
wimmer000bra,2022,2023,3 to 4,Returning,SEC,SEC,6.1,11.700000000000001,22.1,21.5,0.361,0.409,0.466,0.561,0.827,0.97
alford000sla,2023,2024,2 to 3,Returning,SEC,SEC,8.0,8.7,18.2,21.0,0.313,0.37,0.459,0.539,0.771,0.909
alford000sla,2024,2025,3 to 4,Returning,SEC,SEC,8.7,13.3,21.0,17.1,0.37,0.44,0.539,0.649,0.909,1.089
clark-002kel,2022,2023,2 to 3,Returning,SEC,SEC,11.700000000000001,12.8,21.2,22.5,0.369,0.394,0.556,0.545,0.926,0.94
hancoc000luk,2021,2022,3 to 4,Returning,SEC,SEC,15.9,13.5,5.800000000000001,7.5,0.393,0.406,0.406,0.419,0.799,0.825
hancoc000luk,2022,2023,4 to 5,Returning,SEC,SEC,13.5,18.6,7.5,8.4,0.406,0.438,0.419,0.456,0.825,0.894
hines-002hun,2022,2023,1 to 2,Returning,SEC,SEC,11.899999999999999,9.9,23.799999999999997,27.6,0.393,0.375,0.6,0.683,0.993,1.058
hines-002hun,2023,2024,2 to 3,Returning,SEC,SEC,9.9,11.5,27.6,25.900000000000002,0.375,0.346,0.683,0.486,1.058,0.832
hines-002hun,2024,2025,3 to 4,Returning,SEC,SEC,11.5,13.200000000000001,25.900000000000002,24.0,0.346,0.38,0.486,0.578,0.832,0.958
james-000kam,2021,2022,2 to 3,Returning,SEC,SEC,10.5,11.799999999999999,20.4,18.5,0.354,0.398,0.454,0.474,0.808,0.872
tanner000log,2021,2022,2 to 3,Returning,SEC,SEC,13.700000000000001,12.9,16.8,18.099999999999998,0.382,0.387,0.525,0.425,0.907,0.812
yeager000rj-,2021,2022,4 to 5,Transfer,SoCo,SEC,6.2,7.9,12.9,15.299999999999999,0.363,0.389,0.564,0.668,0.927,1.057
heyman000luk,2023,2024,1 to 2,Returning,SEC,SEC,8.3,7.6,24.5,24.3,0.366,0.342,0.555,0.481,0.921,0.823
heyman000luk,2024,2025,2 to 3,Returning,SEC,SEC,7.6,10.8,24.3,18.6,0.342,0.397,0.481,0.578,0.823,0.975
kurlan000cad,2023,2024,1 to 2,Returning,SEC,SEC,8.3,7.7,20.5,25.4,0.404,0.346,0.555,0.457,0.959,0.803
robert020mic,2023,2024,1 to 2,Returning,SEC,SEC,14.499999999999998,6.2,20.599999999999998,24.0,0.36,0.319,0.28,0.36,0.64,0.68
shelnu000tyl,2023,2024,1 to 2,Returning,SEC,SEC,11.4,11.0,24.3,30.3,0.371,0.36,0.474,0.53,0.845,0.89
jones-013jar,2023,2024,1 to 2,Returning,SEC,SEC,17.8,20.0,34.2,25.8,0.426,0.454,0.64,0.747,1.065,1.201
jones-013jar,2024,2025,2 to 3,Returning,SEC,SEC,20.0,11.700000000000001,25.8,26.1,0.454,0.414,0.747,0.613,1.201,1.027
white-000tom,2022,2023,1 to 2,Transfer,ACC,SEC,8.6,7.3999999999999995,18.8,13.200000000000001,0.425,0.432,0.757,0.725,1.182,1.158
white-000tom,2023,2024,2 to 3,Returning,SEC,SEC,7.3999999999999995,8.6,13.200000000000001,12.1,0.432,0.401,0.725,0.638,1.158,1.039
bolton001joh,2022,2023,2 to 3,Transfer,OVC,SEC,12.0,14.000000000000002,16.400000000000002,21.0,0.384,0.358,0.399,0.248,0.782,0.606
josenb000tav,2022,2023,2 to 3,Transfer,B12,SEC,10.2,17.0,13.5,21.2,0.357,0.414,0.386,0.49,0.743,0.904
wegner000jar,2022,2023,4 to 5,Transfer,BigE,SEC,13.100000000000001,17.599999999999998,18.3,22.3,0.459,0.457,0.635,0.673,1.094,1.131
austin000rj-,2023,2024,1 to 2,Returning,SEC,SEC,10.4,8.3,17.1,13.700000000000001,0.351,0.402,0.39,0.471,0.741,0.873
austin000rj-,2024,2025,2 to 3,Returning,SEC,SEC,8.3,7.9,13.700000000000001,17.599999999999998,0.402,0.353,0.471,0.383,0.873,0.736
schrec000rj-,2022,2023,4 to 5,Transfer,ACC,SEC,12.0,16.400000000000002,13.4,11.0,0.401,0.454,0.486,0.588,0.887,1.042
johnso003ed-,2022,2023,3 to 4,Transfer,OVC,SEC,6.6000000000000005,13.8,10.7,13.8,0.42,0.426,0.591,0.455,1.011,0.881
shelto002col,2023,2024,1 to 2,Returning,SEC,SEC,13.3,11.3,24.6,26.400000000000002,0.419,0.374,0.729,0.551,1.148,0.925
shelto002col,2024,2025,2 to 3,Returning,SEC,SEC,11.3,10.299999999999999,26.400000000000002,11.799999999999999,0.374,0.458,0.551,0.606,0.925,1.064
brewer000dyl,2022,2023,3 to 4,Transfer,ACC,SEC,9.0,17.4,24.2,28.000000000000004,0.295,0.394,0.338,0.415,0.633,0.809
denny-000cal,2022,2023,3 to 4,Transfer,SUMT,SEC,8.1,11.899999999999999,19.6,31.1,0.389,0.343,0.565,0.381,0.954,0.724
petry-000eth,2023,2024,1 to 2,Returning,SEC,SEC,12.0,17.599999999999998,21.4,25.3,0.471,0.471,0.733,0.639,1.204,1.11
petry-000eth,2024,2025,2 to 3,Returning,SEC,SEC,17.599999999999998,13.700000000000001,25.3,17.4,0.471,0.437,0.639,0.59,1.11,1.027
ahuna-000mau,2022,2023,2 to 3,Transfer,B12,SEC,11.899999999999999,15.0,20.8,31.2,0.479,0.425,0.634,0.537,1.112,0.962
merrit000gri,2022,2023,4 to 5,Transfer,Amer,SEC,9.3,8.1,26.700000000000003,22.5,0.382,0.392,0.695,0.648,1.077,1.04
gillia000hun,2022,2023,4 to 5,Transfer,BigS,SEC,13.600000000000001,10.9,22.3,16.3,0.395,0.414,0.579,0.551,0.974,0.965
smith-003gra,2022,2023,3 to 4,Transfer,SLC,SEC,14.000000000000002,7.9,17.299999999999997,22.5,0.401,0.38,0.493,0.448,0.893,0.828
smith-003gra,2023,2024,4 to 5,Returning,SEC,SEC,7.9,7.3999999999999995,22.5,23.3,0.38,0.335,0.448,0.343,0.828,0.678
waldsc000rya,2022,2023,1 to 2,Transfer,BigS,SEC,18.2,13.4,13.100000000000001,16.0,0.485,0.427,0.559,0.445,1.043,0.872
waldsc000rya,2023,2024,2 to 3,Returning,SEC,SEC,13.4,15.0,16.0,16.5,0.427,0.469,0.445,0.61,0.872,1.079
irish-000ike,2023,2024,1 to 2,Returning,SEC,SEC,9.5,10.6,16.5,13.4,0.429,0.403,0.546,0.627,0.975,1.03
irish-000ike,2024,2025,2 to 3,Returning,SEC,SEC,10.6,12.8,13.4,14.299999999999999,0.403,0.469,0.627,0.71,1.03,1.179
